# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Rv1003	Rv1003	Rv1003	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1004c	Rv1004c	Rv1004c	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1005c	Rv1005c	Rv1005c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1006	Rv1006	Rv1006	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1012	Rv1012	Rv1012	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1019	Rv1019	Rv1019	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1024	Rv1024	Rv1024	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1025	Rv1025	Rv1025	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1026	Rv1026	Rv1026	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1041c	Rv1041c	Rv1041c	protein_coding	0	0	1	5	0	0	0	0	2	0	1	0	0	0	0	0	0	3
Rv1042c	Rv1042c	Rv1042c	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv1043c	Rv1043c	Rv1043c	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	3
Rv1044	Rv1044	Rv1044	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	4
Rv1045	Rv1045	Rv1045	protein_coding	0	0	1	6	0	0	0	0	2	0	1	0	0	0	0	0	0	4
Rv1047	Rv1047	Rv1047	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	5
Rv1048c	Rv1048c	Rv1048c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1049	Rv1049	Rv1049	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1050	Rv1050	Rv1050	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
Rv1051c	Rv1051c	Rv1051c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1052	Rv1052	Rv1052	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1056	Rv1056	Rv1056	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv1057	Rv1057	Rv1057	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1059	Rv1059	Rv1059	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1060	Rv1060	Rv1060	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1061	Rv1061	Rv1061	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1062	Rv1062	Rv1062	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1063c	Rv1063c	Rv1063c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1065	Rv1065	Rv1065	protein_coding	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Rv1066	Rv1066	Rv1066	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1069c	Rv1069c	Rv1069c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1072	Rv1072	Rv1072	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1073	Rv1073	Rv1073	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1075c	Rv1075c	Rv1075c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1078	Rv1078	Rv1078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1083	Rv1083	Rv1083	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Rv1084	Rv1084	Rv1084	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Rv1085c	Rv1085c	Rv1085c	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Rv1086	Rv1086	Rv1086	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Rv1088a	Rv1088a	Rv1088a	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	6
Rv1096	Rv1096	Rv1096	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1097c	Rv1097c	Rv1097c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1100	Rv1100	Rv1100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1125	Rv1125	Rv1125	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1126c	Rv1126c	Rv1126c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1128c	Rv1128c	Rv1128c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1129c	Rv1129c	Rv1129c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1132	Rv1132	Rv1132	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1134	Rv1134	Rv1134	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1138a	Rv1138a	Rv1138a	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1138c	Rv1138c	Rv1138c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1139c	Rv1139c	Rv1139c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1144	Rv1144	Rv1144	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1145	Rv1145	Rv1145	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Rv1146	Rv1146	Rv1146	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Rv1147	Rv1147	Rv1147	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Rv1148c	Rv1148c	Rv1148c	protein_coding	0	1	2	3	0	0	0	0	0	0	2	0	0	0	0	0	1	3
Rv1149	Rv1149	Rv1149	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	4
Rv1151c	Rv1151c	Rv1151c	protein_coding	0	0	1	5	0	0	0	0	4	0	1	0	0	0	0	0	0	1
Rv1152	Rv1152	Rv1152	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	5
Rv1154c	Rv1154c	Rv1154c	protein_coding	0	0	1	5	0	0	0	0	5	0	1	0	0	0	0	0	0	0
Rv1155	Rv1155	Rv1155	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Rv1155a	Rv1155a	Rv1155a	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1156	Rv1156	Rv1156	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1157c	Rv1157c	Rv1157c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1158c	Rv1158c	Rv1158c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1167c	Rv1167c	Rv1167c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1171	Rv1171	Rv1171	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1176c	Rv1176c	Rv1176c	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	3
Rv1178	Rv1178	Rv1178	protein_coding	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	1	3
Rv1179c	Rv1179c	Rv1179c	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	4
Rv1184c	Rv1184c	Rv1184c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1186c	Rv1186c	Rv1186c	protein_coding	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
Rv1188	Rv1188	Rv1188	protein_coding	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	0	2
Rv1190	Rv1190	Rv1190	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1191	Rv1191	Rv1191	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1192	Rv1192	Rv1192	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Rv1194c	Rv1194c	Rv1194c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1199c	Rv1199c	Rv1199c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1200	Rv1200	Rv1200	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1203c	Rv1203c	Rv1203c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1204c	Rv1204c	Rv1204c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1205	Rv1205	Rv1205	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1209	Rv1209	Rv1209	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1211	Rv1211	Rv1211	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1217c	Rv1217c	Rv1217c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1218c	Rv1218c	Rv1218c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1219c	Rv1219c	Rv1219c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1220c	Rv1220c	Rv1220c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1225c	Rv1225c	Rv1225c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1226c	Rv1226c	Rv1226c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1227c	Rv1227c	Rv1227c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1228a	Rv1228a	Rv1228a	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1230c	Rv1230c	Rv1230c	protein_coding	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	3
Rv1231c	Rv1231c	Rv1231c	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1232c	Rv1232c	Rv1232c	protein_coding	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	0	1
Rv1233c	Rv1233c	Rv1233c	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1234	Rv1234	Rv1234	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Rv1245c	Rv1245c	Rv1245c	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1248c	Rv1248c	Rv1248c	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1249c	Rv1249c	Rv1249c	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv1250	Rv1250	Rv1250	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1251c	Rv1251c	Rv1251c	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Rv1254	Rv1254	Rv1254	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1255c	Rv1255c	Rv1255c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1257c	Rv1257c	Rv1257c	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv1258c	Rv1258c	Rv1258c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1260	Rv1260	Rv1260	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1261c	Rv1261c	Rv1261c	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv1262c	Rv1262c	Rv1262c	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	4
Rv1264	Rv1264	Rv1264	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
Rv1265	Rv1265	Rv1265	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	2
Rv1268c	Rv1268c	Rv1268c	protein_coding	0	0	1	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0
Rv1269c	Rv1269c	Rv1269c	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1271c	Rv1271c	Rv1271c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1272c	Rv1272c	Rv1272c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1273c	Rv1273c	Rv1273c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1276c	Rv1276c	Rv1276c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1277	Rv1277	Rv1277	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1278	Rv1278	Rv1278	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1279	Rv1279	Rv1279	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1286	Rv1286	Rv1286	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv1287	Rv1287	Rv1287	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1288	Rv1288	Rv1288	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1289	Rv1289	Rv1289	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1290A	Rv1290A	Rv1290A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1290c	Rv1290c	Rv1290c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1291c	Rv1291c	Rv1291c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1301	Rv1301	Rv1301	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1303	Rv1303	Rv1303	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1312	Rv1312	Rv1312	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1313c	Rv1313c	Rv1313c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1314c	Rv1314c	Rv1314c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1318c	Rv1318c	Rv1318c	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Rv1319c	Rv1319c	Rv1319c	protein_coding	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Rv1320c	Rv1320c	Rv1320c	protein_coding	1	0	1	4	0	0	0	0	3	1	1	0	0	0	0	0	0	1
Rv1321	Rv1321	Rv1321	protein_coding	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	5
Rv1322	Rv1322	Rv1322	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Rv1322A	Rv1322A	Rv1322A	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Rv1324	Rv1324	Rv1324	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Rv1331	Rv1331	Rv1331	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1332	Rv1332	Rv1332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1333	Rv1333	Rv1333	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1337	Rv1337	Rv1337	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1339	Rv1339	Rv1339	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1341	Rv1341	Rv1341	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1342c	Rv1342c	Rv1342c	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1351	Rv1351	Rv1351	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1352	Rv1352	Rv1352	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1353c	Rv1353c	Rv1353c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1354c	Rv1354c	Rv1354c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1356c	Rv1356c	Rv1356c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1357c	Rv1357c	Rv1357c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1358	Rv1358	Rv1358	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Rv1359	Rv1359	Rv1359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1360	Rv1360	Rv1360	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1362c	Rv1362c	Rv1362c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1363c	Rv1363c	Rv1363c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1364c	Rv1364c	Rv1364c	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rv1366	Rv1366	Rv1366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1366A	Rv1366A	Rv1366A	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1367c	Rv1367c	Rv1367c	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1371	Rv1371	Rv1371	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Rv1372	Rv1372	Rv1372	protein_coding	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Rv1373	Rv1373	Rv1373	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1374c	Rv1374c	Rv1374c	protein_coding	0	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0
Rv1375	Rv1375	Rv1375	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1376	Rv1376	Rv1376	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	3
Rv1377c	Rv1377c	Rv1377c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1378c	Rv1378c	Rv1378c	protein_coding	0	0	1	3	0	0	0	0	2	0	1	0	0	0	0	0	0	1
Rv1382	Rv1382	Rv1382	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv1393c	Rv1393c	Rv1393c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1395	Rv1395	Rv1395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1413	Rv1413	Rv1413	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1414	Rv1414	Rv1414	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1417	Rv1417	Rv1417	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1419	Rv1419	Rv1419	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
Rv1421	Rv1421	Rv1421	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1422	Rv1422	Rv1422	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1424c	Rv1424c	Rv1424c	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rv1425	Rv1425	Rv1425	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1428c	Rv1428c	Rv1428c	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1429	Rv1429	Rv1429	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1431	Rv1431	Rv1431	protein_coding	0	1	0	6	0	0	0	0	5	0	0	0	0	0	0	0	1	1
Rv1432	Rv1432	Rv1432	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	1
Rv1433	Rv1433	Rv1433	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
Rv1434	Rv1434	Rv1434	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	1
Rv1435c	Rv1435c	Rv1435c	protein_coding	0	4	0	3	0	0	0	0	1	0	0	0	0	0	0	0	4	2
Rv1439c	Rv1439c	Rv1439c	protein_coding	0	0	1	5	0	0	0	0	5	0	1	0	0	0	0	0	0	0
Rv1443c	Rv1443c	Rv1443c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1444c	Rv1444c	Rv1444c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1451	Rv1451	Rv1451	protein_coding	0	0	0	28	0	0	0	0	24	0	0	0	0	0	0	0	0	4
Rv1453	Rv1453	Rv1453	protein_coding	0	0	1	24	0	0	0	0	2	0	1	0	0	0	0	0	0	22
Rv1455	Rv1455	Rv1455	protein_coding	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	24
Rv1456c	Rv1456c	Rv1456c	protein_coding	0	0	0	26	0	0	0	0	24	0	0	0	0	0	0	0	0	2
Rv1457c	Rv1457c	Rv1457c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1458c	Rv1458c	Rv1458c	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2
Rv1459c	Rv1459c	Rv1459c	protein_coding	0	1	0	4	0	0	0	0	3	0	0	0	0	0	0	0	1	1
Rv1460	Rv1460	Rv1460	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1461	Rv1461	Rv1461	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1462	Rv1462	Rv1462	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Rv1463	Rv1463	Rv1463	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1465	Rv1465	Rv1465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1466	Rv1466	Rv1466	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rv1473	Rv1473	Rv1473	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1473A	Rv1473A	Rv1473A	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1474c	Rv1474c	Rv1474c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1478	Rv1478	Rv1478	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Rv1480	Rv1480	Rv1480	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1481	Rv1481	Rv1481	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1482c	Rv1482c	Rv1482c	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1486c	Rv1486c	Rv1486c	protein_coding	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1
Rv1487	Rv1487	Rv1487	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1488	Rv1488	Rv1488	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1489	Rv1489	Rv1489	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1489A	Rv1489A	Rv1489A	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Rv1490	Rv1490	Rv1490	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Rv1491c	Rv1491c	Rv1491c	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1496	Rv1496	Rv1496	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Rv1498A	Rv1498A	Rv1498A	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2
Rv1498c	Rv1498c	Rv1498c	protein_coding	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Rv1499	Rv1499	Rv1499	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1500	Rv1500	Rv1500	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Rv1501	Rv1501	Rv1501	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1
